respondent_id,case_id,case_name,category,market,data_status,过去3个月购买,月均购买频次,口味重要性,健康重要性,价格敏感,包装便利,概念相关性,品牌信任,试购结果
SIM-CR-00641,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,1.0,0.6,0.4749,0.4,0.8,1.5634,0
SIM-CR-00642,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.6,0.8,0.3481,0.6,0.8,-0.2804,1
SIM-CR-00643,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,1.0,0.6,-1.6995,0.4,0.4,-0.2593,0
SIM-CR-00644,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,0.6,0.8857,0.6,0.6,0.3674,0
SIM-CR-00645,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,0.8,-0.5659,0.8,0.8,0.6003,0
SIM-CR-00646,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.5,0.6,0.4,-0.8768,0.6,0.8,-0.9179,0
SIM-CR-00647,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.6,0.8,1.7762,0.8,0.6,0.4144,0
SIM-CR-00648,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.6,-0.6434,0.6,0.6,0.3844,0
SIM-CR-00649,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.6,-2.2234,0.4,0.8,1.32,0
SIM-CR-00650,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.6,0.6,1.1781,0.6,0.4,-0.7924,0
SIM-CR-00651,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.0,1.0,0.8,0.64,0.6,0.8,1.0692,1
SIM-CR-00652,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.8,0.1892,0.6,0.8,0.9751,0
SIM-CR-00653,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,1.0,1.0,-1.1645,0.8,0.8,1.3012,0
SIM-CR-00654,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.8,0.8,2.1308,0.8,0.6,-2.1211,1
SIM-CR-00655,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,0.6,-0.3308,0.6,1.0,-0.4713,1
SIM-CR-00656,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.8,0.7133,0.4,0.8,-2.9264,0
SIM-CR-00657,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.8,0.8944,0.8,0.6,-1.0194,1
SIM-CR-00658,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.4,1.274,1.0,0.4,-1.4942,0
SIM-CR-00659,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,1.0,0.8,-0.7134,0.6,0.6,-0.5378,0
SIM-CR-00660,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.8,-1.1877,0.6,0.6,0.5479,0
SIM-CR-00661,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.8,2.1743,0.8,0.6,-0.927,0
SIM-CR-00662,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.8,0.9411,0.6,0.8,-0.6287,1
SIM-CR-00663,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.6,0.6,1.8769,0.8,0.6,-0.9373,0
SIM-CR-00664,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.6,1.0,0.8201,0.6,0.6,0.5979,0
SIM-CR-00665,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.6,-0.1652,0.6,0.4,-1.3589,0
SIM-CR-00666,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.6,0.6,0.8069,0.6,0.6,0.7023,1
SIM-CR-00667,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.8,-0.8713,0.6,0.6,0.8996,0
SIM-CR-00668,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,1.0,0.9639,0.8,0.6,-0.7884,0
SIM-CR-00669,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,0.8,0.163,0.8,0.6,0.2591,0
SIM-CR-00670,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.25,0.8,0.8,0.1414,0.8,0.6,1.0374,1
SIM-CR-00671,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,1.0,0.4,-1.0334,0.6,0.8,-0.2351,1
SIM-CR-00672,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.0,0.8,0.4,-0.8096,0.8,0.8,1.4174,0
SIM-CR-00673,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.6,0.6,1.8696,0.8,0.6,1.6166,0
SIM-CR-00674,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.8,-0.6051,0.6,0.6,-0.3745,0
SIM-CR-00675,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.8,-0.9784,0.4,0.8,-0.9011,1
SIM-CR-00676,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.5,0.8,0.8,-0.7314,0.6,1.0,0.8927,1
SIM-CR-00677,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.6,1.4499,0.6,0.6,0.1778,0
SIM-CR-00678,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.8,1.0,0.9575,0.6,1.0,0.7328,0
SIM-CR-00679,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,1.0,1.0,-0.0561,0.8,1.0,-0.1022,1
SIM-CR-00680,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.6,1.3799,0.6,0.8,1.5401,0
SIM-CR-00681,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,0.8,0.9941,0.6,0.8,-0.7371,1
SIM-CR-00682,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,1.0,0.8,-2.0963,0.6,1.0,-0.3973,1
SIM-CR-00683,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.4,0.1046,0.6,0.6,1.0829,0
SIM-CR-00684,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.6,0.8,1.0928,0.8,0.8,0.1494,0
SIM-CR-00685,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.75,0.6,0.8,0.3894,0.6,0.6,-0.5713,0
SIM-CR-00686,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,0.8,0.3411,0.4,0.6,0.9301,1
SIM-CR-00687,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,1.0,0.8,0.7214,0.6,1.0,-1.3691,0
SIM-CR-00688,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,1.0,-1.2615,0.8,0.6,-0.2834,1
SIM-CR-00689,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,1.0,1.0,-1.2246,0.8,0.8,0.5893,1
SIM-CR-00690,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.0,0.8,0.4,0.254,0.4,0.6,0.3885,0
SIM-CR-00691,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.6,0.4,1.3319,1.0,0.4,1.1889,0
SIM-CR-00692,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,1.0,1.0,0.6724,0.4,0.8,1.7563,0
SIM-CR-00693,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,1.0,0.6,0.5746,0.8,0.8,-0.3955,0
SIM-CR-00694,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,1.0,-0.3698,0.6,0.8,0.629,1
SIM-CR-00695,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.6,-1.3587,0.6,0.6,0.6161,1
SIM-CR-00696,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,1.0,1.5258,1.0,0.8,-0.0077,1
SIM-CR-00697,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.6,0.3495,0.6,0.6,-0.8912,0
SIM-CR-00698,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.4,1.0788,0.8,0.4,1.5515,0
SIM-CR-00699,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.25,0.8,0.8,0.3673,0.8,0.8,-1.3056,0
SIM-CR-00700,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,1.0,0.6,0.337,0.8,0.8,-1.2953,0
SIM-CR-00701,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,1.0,0.8,-0.7153,0.6,0.8,0.42,1
SIM-CR-00702,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,0.6,0.9991,0.6,0.6,1.1192,0
SIM-CR-00703,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,1.0,0.8,-1.1162,0.6,0.6,1.3117,0
SIM-CR-00704,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,0.6,1.6834,0.8,0.8,0.0642,0
SIM-CR-00705,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.6,0.1589,0.4,0.8,-0.283,0
SIM-CR-00706,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.6,0.6,0.5121,0.6,0.6,1.303,1
SIM-CR-00707,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,0.6,0.3579,1.0,0.8,0.026,0
SIM-CR-00708,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.8,-0.007,0.8,0.8,-0.125,0
SIM-CR-00709,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.6,0.6,0.574,0.6,1.0,0.0749,0
SIM-CR-00710,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,0.6,-0.0098,0.8,0.8,1.3842,0
SIM-CR-00711,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.8,0.4,0.606,0.8,1.0,-0.2869,1
SIM-CR-00712,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,0.8,-0.9629,0.6,0.8,-0.069,0
SIM-CR-00713,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.6,1.0528,0.6,0.8,0.4424,0
SIM-CR-00714,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,1.0,-0.4743,0.6,0.4,-0.8501,1
SIM-CR-00715,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.6,0.6,0.3715,0.6,0.8,0.1445,0
SIM-CR-00716,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.8,0.6,0.6921,0.8,0.6,1.1659,1
SIM-CR-00717,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,1.0,0.8,-1.094,0.8,0.8,-0.6958,1
SIM-CR-00718,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.6,1.0,-0.1888,0.6,0.4,-1.1248,1
SIM-CR-00719,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.6,-1.5179,0.6,0.8,0.0017,1
SIM-CR-00720,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.0,1.0,0.8,0.0945,0.6,0.6,0.8608,0
SIM-CR-00721,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.4,0.9453,0.8,1.0,1.0979,0
SIM-CR-00722,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,1.0,0.8,0.0256,0.8,0.8,-0.7242,0
SIM-CR-00723,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.8,0.6,1.0187,0.6,0.6,0.9981,0
SIM-CR-00724,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.6,0.8,-0.023,0.6,0.6,0.258,0
SIM-CR-00725,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.6,1.8752,0.6,0.4,0.971,0
SIM-CR-00726,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,1.0,0.6,0.2027,0.6,0.8,-0.2369,0
SIM-CR-00727,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.6,1.0731,0.6,0.6,1.0871,1
SIM-CR-00728,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,0.6,0.9753,0.8,0.8,0.0562,0
SIM-CR-00729,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.6,0.6,-0.9015,0.6,0.8,0.7924,1
SIM-CR-00730,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.6,1.5809,0.2,0.4,0.6892,0
SIM-CR-00731,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,1.0,0.6,0.1363,0.6,0.8,-0.5546,0
SIM-CR-00732,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.6,1.2833,0.8,0.8,1.7494,0
SIM-CR-00733,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.6,0.6,-0.0923,0.8,0.8,0.442,1
SIM-CR-00734,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.8,0.8,-0.0331,0.8,0.6,0.6626,1
SIM-CR-00735,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.8,0.9725,0.2,0.6,0.065,0
SIM-CR-00736,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,1.0,0.6,0.5901,0.6,0.8,-0.9431,0
SIM-CR-00737,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.5,0.6,1.0,-0.3186,0.6,0.6,1.0056,0
SIM-CR-00738,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.6,0.526,1.0,0.6,1.8346,0
SIM-CR-00739,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.6,0.6,0.4299,0.6,0.6,0.5301,0
SIM-CR-00740,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.25,1.0,0.6,0.4017,0.6,0.6,1.7422,1
SIM-CR-00741,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.8,0.8,-0.5091,0.4,0.6,1.439,0
SIM-CR-00742,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.6,1.0,1.8536,0.6,0.6,-0.7493,0
SIM-CR-00743,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.8,0.8,-1.2012,0.6,0.8,0.0117,1
SIM-CR-00744,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.5,0.8,0.6,0.6252,0.6,0.6,-1.313,0
SIM-CR-00745,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,1.0,0.6,-0.8463,0.6,0.8,0.1761,1
SIM-CR-00746,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.4,-0.153,0.6,0.6,-0.387,0
SIM-CR-00747,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,1.0,0.6,0.0029,0.6,0.8,0.1889,0
SIM-CR-00748,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,0.8,1.7412,1.0,0.6,0.3077,0
SIM-CR-00749,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,1.0,0.4,-0.5752,0.6,0.6,-0.4242,1
SIM-CR-00750,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,0.6,-1.3465,0.6,0.8,1.2275,1
SIM-CR-00751,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.8,0.8,0.6179,0.4,0.6,-0.5113,0
SIM-CR-00752,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.4,2.1988,0.6,0.6,-0.9442,0
SIM-CR-00753,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.8,-0.0948,0.8,0.6,-0.2042,0
SIM-CR-00754,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,1.0,0.8,1.0204,0.8,1.0,2.8372,0
SIM-CR-00755,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,1.0,-1.4148,0.6,1.0,2.2011,1
SIM-CR-00756,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.6,0.6,1.0229,0.8,0.8,0.4244,0
SIM-CR-00757,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.5,0.8,1.0,-1.2841,0.8,0.6,0.5052,1
SIM-CR-00758,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,0.8,-0.9868,0.8,1.0,0.9683,1
SIM-CR-00759,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,0.8,-1.2566,0.6,0.8,-0.7271,1
SIM-CR-00760,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.4,1.0,1.1075,0.8,0.6,0.2201,0
SIM-CR-00761,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.8,-0.4054,0.8,0.8,1.9538,0
SIM-CR-00762,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.8,0.1849,0.6,0.8,-0.8102,0
SIM-CR-00763,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.0,0.8,0.4,-1.3106,0.8,1.0,-0.0868,1
SIM-CR-00764,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.6,0.2,0.2291,0.6,0.4,-0.3278,0
SIM-CR-00765,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.6,0.6,1.1833,0.6,0.6,0.7541,0
SIM-CR-00766,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.8,0.6,-0.2253,0.8,0.6,0.3347,0
SIM-CR-00767,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.6,0.6,-1.5146,0.6,0.6,-0.85,1
SIM-CR-00768,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,1.0,0.8,0.4,-0.1049,0.8,0.6,-0.0134,1
SIM-CR-00769,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,0.8,0.4,1.5989,0.8,0.8,0.8693,1
SIM-CR-00770,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.6,-0.0836,0.8,0.6,0.842,0
SIM-CR-00771,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,1.0,0.6,-1.6437,0.8,0.8,0.9342,0
SIM-CR-00772,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.4,-0.8698,0.6,0.2,-0.2833,0
SIM-CR-00773,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.8,0.8,0.3144,0.8,0.6,0.0794,0
SIM-CR-00774,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.6,0.4713,0.6,0.8,0.1072,0
SIM-CR-00775,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.6,-1.3265,0.6,0.8,0.7212,0
SIM-CR-00776,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.6,0.6,0.9302,0.4,0.8,-0.2891,1
SIM-CR-00777,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.0,0.8,0.6,-0.0882,0.6,0.6,0.7852,1
SIM-CR-00778,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,1.0,0.8,0.3442,0.4,0.8,0.8318,0
SIM-CR-00779,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,0.8,0.8,0.4647,0.6,0.6,0.6423,0
SIM-CR-00780,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,0.6,0.8,-1.1592,0.8,0.6,0.251,0
SIM-CR-00781,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.25,1.0,0.6,-0.867,1.0,0.8,-2.0574,0
SIM-CR-00782,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.5,0.6,0.6,-0.9706,0.6,0.6,-0.5969,1
SIM-CR-00783,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.75,0.6,0.6,0.4796,0.6,0.6,0.4638,0
SIM-CR-00784,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.0,1.0,0.8,-0.285,0.4,0.8,0.3414,1
SIM-CR-00785,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,1,0.25,1.0,0.6,-0.0196,0.6,0.8,0.2852,1
SIM-CR-00786,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.5,1.0,0.8,-0.1095,0.8,0.6,2.4645,1
SIM-CR-00787,SIM-CRACKER-CONCEPT,海盐香葱薄脆饼干新品研究,薄脆饼干,中国,模拟,0,0.75,0.8,0.6,-1.3833,1.0,0.8,0.2063,0
